tk,buy_hold_sharpe,buy_hold_dd,buy_hold_cagr,trend_sharpe,trend_dd,trend_cagr,voltgt_sharpe,voltgt_dd,voltgt_cagr,trend_voltgt_sharpe,trend_voltgt_dd,trend_voltgt_cagr
AMAT,1.0670568663295505,-0.43932891143191566,0.29089925294106433,1.0560488517157385,-0.20390770636612876,0.2269360344565594,0.9942362174802687,-0.25355230874175105,0.14228572809865137,1.0418946434526961,-0.10433076245108674,0.12252911117508503
AMD,0.7905533147549181,-0.6523605150214591,0.3503261886076623,0.8055032044139984,-0.33947368421052604,0.29956124329119693,0.49810591804508914,-0.3449543027384261,0.07107914603937093,0.5737859944426322,-0.12728923510460666,0.06279540496287939
AME,0.7234825885658076,-0.23686956521739078,0.12353959905887635,0.36573889754089356,-0.25977436564388356,0.03565157030323762,0.6251895275898561,-0.20480931914403588,0.07820964711218736,0.4913251416696499,-0.19130038633654023,0.04040380423201606
AMG,0.3206415670846158,-0.48337865099552635,0.051158013577601746,-0.26572030750969794,-0.37426295341042015,-0.04542753448065251,0.30862548006695656,-0.26286862890888896,0.03369353543691744,-0.20569435065920091,-0.2812314489069999,-0.022906610404236027
AMGN,0.6999439769021821,-0.25114672405006,0.1541171103528216,-0.13389670706284232,-0.41617194185078066,-0.03735441476128831,0.6440702310245966,-0.16699428244774916,0.08476431796285411,-0.22734726689149123,-0.3212991240286701,-0.03117781650826401
AMP,0.8416576763990288,-0.44655685363906794,0.19248734839231552,0.4735541547743547,-0.22016203048947713,0.06274911340143174,0.5954362729654368,-0.26867321499635355,0.07616762435405278,0.3825939210787577,-0.1842930609876523,0.03376114598114355
AMT,0.7297275011695126,-0.20331397009808594,0.12704758881903522,0.5426269199417599,-0.23622886460318082,0.06409734287681212,0.8485260982003549,-0.1254412261705573,0.10987769970931693,0.5898074919631835,-0.16966311275846513,0.05740991768851056
AMZN,1.3124023375050216,-0.30534461143853486,0.4023289442426503,0.9726727046603169,-0.2759514704853351,0.21552651711575144,1.3006316472758919,-0.20565119351439087,0.213219029000159,1.0817406787132549,-0.17600202301512002,0.1456431423763862
ANDV,0.5487697946608945,-0.4194857916102843,0.13336525405235822,0.5600075705736259,-0.3652802740191178,0.1045561383557998,0.5293103432362963,-0.16040481636576398,0.0635976435230019,0.5284314053406348,-0.1896138569476572,0.05014042528832907
ANSS,0.8131192745620824,-0.19363484087102334,0.15752798933072842,0.6015009878083717,-0.18377615524681623,0.07615653218697482,0.6756476587073494,-0.1681467142555786,0.09503377936537327,0.6046309440828695,-0.16255433403532538,0.06221547334406918
ANTM,1.2471690547248815,-0.31466323666978424,0.2923379869640963,1.2172138349566226,-0.19693409743380097,0.1987707610836955,1.2747666019228663,-0.2021670467827823,0.1803967324169784,1.2992990311324497,-0.1102344387742854,0.13958978937775246
AON,1.1377010511885988,-0.19039418293149768,0.2001516997686661,0.5914501440164398,-0.1476816262162226,0.06904007459720041,0.9292092942761601,-0.12615447902681776,0.1204485574380183,0.4264194304726758,-0.1315826514334869,0.03960372843800131
AOS,1.2637158462529838,-0.23250061835270874,0.29155240585639564,0.5376738425976937,-0.24790896093043957,0.0813888456049141,0.8893339981522562,-0.15376425981106379,0.12287424770313793,0.3946986631507826,-0.1928111593486196,0.03990943768238919
APA,-0.2396108294733155,-0.667761886354851,-0.1413843030684816,0.15743098883251785,-0.19739771233521608,0.012539736615819752,-0.3813126267715699,-0.41911408168313136,-0.05983629916646216,-0.07424106522218152,-0.14770546446471366,-0.007628601646545774
