,cagr,vol,sharpe,max_dd
buy_hold,0.13822249267135556,0.1263714147471573,1.0880507067227094,-0.16435181454822678
trend,0.06905919463233756,0.08997028301831649,0.7874158596535888,-0.11274561125636606
voltgt,0.09789026636470255,0.10861419104962569,0.9144260870537151,-0.13559106660451603
trend_voltgt,0.052625583615329985,0.08513970832037421,0.6451455793452542,-0.10598399789035662
